"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"EURO SHORT TERM RATE - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,047745,CME ,00,047 ,   30312,   14870,   13965,    5728,     477,     254,      64,    1522,    2414,    7496,      45,     237,      44,   30246,   30202,      66,     110,     435,     921,    1005,    -487,       0,     -16,       6,     245,     184,      75,       0,      11,       0,     760,     778,    -325,    -343,  100.0,   49.1,   46.1,   18.9,    1.6,    0.8,    0.2,    5.0,    8.0,   24.7,    0.1,    0.8,    0.1,   99.8,   99.6,    0.2,    0.4,     44,     10,      9,     10,.,.,.,      7,     12,     16,.,.,.,     34,     38,    52.8,    61.9,    71.9,    73.9,    44.9,    44.7,    52.4,    49.4,"(2,500 X CONTRACT GRADE IMM INDEX)","047745","CME ","047 ","F33","FutOnly"
"EURO SHORT TERM RATE - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,047745,CME ,00,047 ,   29877,   13949,   12960,    6215,     477,     270,      58,    1277,    2230,    7421,      45,     226,      44,   29486,   29424,     391,     453,    1629,    1262,      13,    -124,       0,     -16,      -3,    -476,     524,     644,       0,     226,       0,    1303,    1264,     326,     365,  100.0,   46.7,   43.4,   20.8,    1.6,    0.9,    0.2,    4.3,    7.5,   24.8,    0.2,    0.8,    0.1,   98.7,   98.5,    1.3,    1.5,     42,     10,      9,     11,.,.,.,      6,     12,     14,.,.,.,     33,     36,    52.0,    58.5,    71.1,    70.2,    43.2,    41.4,    50.7,    46.8,"(2,500 X CONTRACT GRADE IMM INDEX)","047745","CME ","047 ","F33","FutOnly"
"EURO SHORT TERM RATE - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,047745,CME ,00,047 ,   28248,   12687,   12947,    6339,     477,     286,      61,    1753,    1706,    6777,      45,       0,      44,   28183,   28160,      65,      88,    -113,     110,     586,    -560,       0,     -55,       0,     -47,    -413,     346,       0,     -35,       0,    -151,    -131,      38,      18,  100.0,   44.9,   45.8,   22.4,    1.7,    1.0,    0.2,    6.2,    6.0,   24.0,    0.2,    0.0,    0.2,   99.8,   99.7,    0.2,    0.3,     43,     10,      9,     10,.,.,.,     10,      9,     15,.,      0,.,     34,     36,    50.7,    63.3,    69.7,    73.4,    39.9,    43.7,    48.2,    49.5,"(2,500 X CONTRACT GRADE IMM INDEX)","047745","CME ","047 ","F33","FutOnly"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,134741,CME ,00,134 ,10503727, 2051430, 1930661, 1711149,  211954,  984607,  844135, 2036606,  987103, 3453824,   65683,  443924,   94800,10469581,10450203,   34146,   53524,  277825,  150473,  112507,  -68233,   52215,   61706,  -18331,   47881,  -23910,   99205,    3422,   90820,    5515,  272147,  259279,    5678,   18546,  100.0,   19.5,   18.4,   16.3,    2.0,    9.4,    8.0,   19.4,    9.4,   32.9,    0.6,    4.2,    0.9,   99.7,   99.5,    0.3,    0.5,    907,     83,     98,    140,     38,     83,     60,    146,    171,    183,    110,    130,    102,    649,    743,    17.7,    21.3,    30.4,    34.0,    11.3,    14.8,    17.3,    19.5,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","FutOnly"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,134741,CME ,00,134 ,10225902, 1900957, 1818154, 1779382,  159739,  922901,  862466, 1988725, 1011013, 3354619,   62261,  353104,   89285,10197434,10190924,   28468,   34978, -186920,   47813, -255526,   88386,  -32527,  -27567,  -15160, -189115,   89138,  -92507,    8547,   26122,   -2015, -186578, -189129,    -342,    2209,  100.0,   18.6,   17.8,   17.4,    1.6,    9.0,    8.4,   19.4,    9.9,   32.8,    0.6,    3.5,    0.9,   99.7,   99.7,    0.3,    0.3,    893,     79,    104,    143,     45,     75,     64,    147,    162,    186,    100,    126,     99,    656,    729,    17.6,    21.1,    29.9,    34.6,    10.8,    14.0,    17.0,    18.1,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","FutOnly"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,134741,CME ,00,134 ,10412822, 1853144, 2073680, 1690996,  192266,  950468,  877626, 2177840,  921875, 3447126,   53714,  326982,   91300,10384012,10380053,   28810,   32769,  185194,  225519,   76590, -113061,  -17158,  107779,     244,   -3953,   42649,   83887,   15038,   -7458,    -227,  190289,  190403,   -5095,   -5209,  100.0,   17.8,   19.9,   16.2,    1.8,    9.1,    8.4,   20.9,    8.9,   33.1,    0.5,    3.1,    0.9,   99.7,   99.7,    0.3,    0.3,    917,     72,    110,    143,     46,     75,     60,    144,    162,    187,    113,    135,     99,    661,    745,    17.2,    20.8,    29.3,    34.9,    10.1,    15.3,    16.3,    19.9,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","FutOnly"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,134741,CME ,00,134 ,10227628, 1627625, 1997090, 1804057,  209424,  842689,  877382, 2181793,  879226, 3363239,   38676,  334440,   91527,10193723,10189650,   33905,   37978,  150759,   27373,   46079,   30796,   -5204,   63883,  -38046,  159507,   34949,  -13553,     796,   39728,  -12333,  149336,  151503,    1423,    -744,  100.0,   15.9,   19.5,   17.6,    2.0,    8.2,    8.6,   21.3,    8.6,   32.9,    0.4,    3.3,    0.9,   99.7,   99.6,    0.3,    0.4,    902,     68,    112,    143,     44,     75,     63,    149,    156,    189,     97,    140,     97,    649,    745,    17.3,    21.4,    29.4,    34.5,    10.0,    15.0,    16.2,    18.9,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","FutOnly"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,134741,CME ,00,134 ,10076869, 1600252, 1951011, 1773261,  214628,  778806,  915428, 2022286,  844277, 3376792,   37880,  294712,  103860,10044387,10038147,   32482,   38722,  250042,   11051,   73776,  -45685,   54089,  -48392,     -27,   87400,  100392,  147235,   -3710,   27410,   -1125,  249228,  253584,     814,   -3542,  100.0,   15.9,   19.4,   17.6,    2.1,    7.7,    9.1,   20.1,    8.4,   33.5,    0.4,    2.9,    1.0,   99.7,   99.6,    0.3,    0.4,    909,     64,    118,    142,     47,     71,     60,    151,    158,    185,     81,    156,    105,    647,    754,    17.5,    20.7,    30.4,    33.7,     9.2,    14.0,    14.8,    18.1,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","FutOnly"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,134741,CME ,00,134 , 9826827, 1589201, 1877235, 1818946,  160539,  827198,  915455, 1934886,  743885, 3229557,   41590,  267302,  104985, 9795159, 9784563,   31668,   42264,  -27228,  -66137, -116226,   23531,    7627,  147849,  -63394,  134414,  -37773,   -2332,  -61192,   12581,    1612,  -25871,  -34152,   -1357,    6924,  100.0,   16.2,   19.1,   18.5,    1.6,    8.4,    9.3,   19.7,    7.6,   32.9,    0.4,    2.7,    1.1,   99.7,   99.6,    0.3,    0.4,    873,     71,    113,    143,     42,     75,     57,    153,    150,    181,     85,    132,     95,    635,    714,    16.6,    20.9,    29.0,    33.7,     8.8,    14.2,    14.5,    18.7,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","FutOnly"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,134741,CME ,00,134 , 9854055, 1655338, 1993461, 1795415,  152912,  679349,  978849, 1800472,  781658, 3231889,  102782,  254721,  103373, 9821030, 9818715,   33025,   35340,   11672,  -27935, -215256,   79070,   16591,   43968,   -1822, -172856,   -3239,  119231,   -2553,  -14305,    4677,   14403,   12324,   -2731,    -652,  100.0,   16.8,   20.2,   18.2,    1.6,    6.9,    9.9,   18.3,    7.9,   32.8,    1.0,    2.6,    1.0,   99.7,   99.6,    0.3,    0.4,    859,     72,    111,    139,     44,     73,     56,    152,    144,    184,     79,    130,     96,    624,    710,    16.5,    21.5,    28.5,    34.0,     8.8,    13.3,    14.5,    18.9,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,134742,CME ,00,134 ,  918013,  305642,  116824,  234024,   48483,    3938,   28137,  122304,  353051,  156556,    8892,   12021,   13245,  917283,  917796,     730,     217,   56301,   23889,   21681,   28317,   21441,     -30,  -18219,   -4136,   15547,    5005,   -3824,     151,    3790,   56263,   56242,      38,      59,  100.0,   33.3,   12.7,   25.5,    5.3,    0.4,    3.1,   13.3,   38.5,   17.1,    1.0,    1.3,    1.4,   99.9,  100.0,    0.1,    0.0,    195,     42,     45,     60,      6,      6,      4,     24,     53,     49,      8,     10,      5,    143,    170,    27.1,    24.7,    44.8,    36.4,    21.5,    18.3,    35.1,    25.4,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,134742,CME ,00,134 ,  861712,  281753,   95143,  205707,   27042,    3968,   46356,  126440,  337504,  151551,   12716,   11870,    9455,  861020,  861554,     692,     158, -296998,  -66734,  -27162,  -80097,  -56678,    -712,   15039,  -80905, -182088,  -22376,   -8007,   -2302,    2764, -296994, -296934,      -4,     -64,  100.0,   32.7,   11.0,   23.9,    3.1,    0.5,    5.4,   14.7,   39.2,   17.6,    1.5,    1.4,    1.1,   99.9,  100.0,    0.1,    0.0,    196,     47,     41,     62,      5,      6,.,     27,     51,     48,      7,     10,      4,    143,    170,    26.2,    27.1,    42.8,    38.6,    18.7,    18.7,    30.7,    25.6,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,134742,CME ,00,134 , 1158710,  348487,  122305,  285804,   83720,    4680,   31317,  207345,  519592,  173927,   20723,   14172,    6691, 1158014, 1158488,     696,     222,   60388,   84010,   20434,  -17378,   -4542,     612,    4306,  -20535,   37287,   14762,    -295,     229,     107,   60435,   60359,     -47,      29,  100.0,   30.1,   10.6,   24.7,    7.2,    0.4,    2.7,   17.9,   44.8,   15.0,    1.8,    1.2,    0.6,   99.9,  100.0,    0.1,    0.0,    198,     35,     52,     60,      5,      7,.,     23,     57,     50,      8,      9,.,    139,    175,    31.9,    31.9,    48.8,    43.5,    26.2,    26.5,    38.2,    33.9,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,134742,CME ,00,134 , 1098322,  264477,  101871,  303182,   88262,    4068,   27011,  227880,  482305,  159165,   21018,   13943,    6584, 1097579, 1098129,     743,     193,   11047,   24594,   -5038,   -3301,   -1419,      43,    2549,    -987,   24860,   -8418,   -2399,     -54,     646,   11265,   11287,    -218,    -240,  100.0,   24.1,    9.3,   27.6,    8.0,    0.4,    2.5,   20.7,   43.9,   14.5,    1.9,    1.3,    0.6,   99.9,  100.0,    0.1,    0.0,    194,     37,     48,     57,      5,      7,      4,     25,     54,     51,      7,      8,      4,    136,    174,    32.2,    32.9,    50.0,    43.4,    25.9,    26.6,    37.8,    33.6,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,134742,CME ,00,134 , 1087275,  239883,  106909,  306483,   89681,    4025,   24462,  228867,  457445,  167583,   23417,   13997,    5938, 1086314, 1086842,     961,     433,  116780,   49689,   -2138,   38256,    1478,    1163,    4091,    6510,   58419,   17100,     -63,     143,    -239,  116822,  116795,     -42,     -15,  100.0,   22.1,    9.8,   28.2,    8.2,    0.4,    2.2,   21.0,   42.1,   15.4,    2.2,    1.3,    0.5,   99.9,  100.0,    0.1,    0.0,    190,     35,     50,     59,      5,      6,      4,     23,     53,     48,      6,      9,      4,    134,    171,    33.1,    31.7,    50.5,    42.3,    26.3,    25.1,    35.9,    31.4,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,134742,CME ,00,134 ,  970495,  190194,  109047,  268227,   88203,    2862,   20371,  222357,  399026,  150483,   23480,   13854,    6177,  969492,  970047,    1003,     448,  116014,    2410,  -75397,   69016,   -5849,     269,    1222,    8103,   67845,   46933,  -12457,     -12,    6073,  115451,  115949,     563,      65,  100.0,   19.6,   11.2,   27.6,    9.1,    0.3,    2.1,   22.9,   41.1,   15.5,    2.4,    1.4,    0.6,   99.9,  100.0,    0.1,    0.0,    185,     37,     46,     58,      5,      5,      5,     26,     51,     46,      6,      8,.,    132,    165,    33.3,    29.8,    49.8,    40.3,    28.2,    24.4,    37.6,    31.6,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,134742,CME ,00,134 ,  854481,  187784,  184444,  199211,   94052,    2593,   19149,  214254,  331181,  103550,   35937,   13866,     104,  854041,  854098,     440,     383, -168540,  -62689,  -51231,  -57445,   -8143,   -1345,   -3446,   23142,   10615,  -58521,    -722,   -6500,    -138, -167962, -168011,    -578,    -529,  100.0,   22.0,   21.6,   23.3,   11.0,    0.3,    2.2,   25.1,   38.8,   12.1,    4.2,    1.6,    0.0,   99.9,  100.0,    0.1,    0.0,    182,     32,     50,     56,      5,      4,      5,     28,     50,     43,      5,      7,.,    131,    157,    42.5,    25.3,    59.8,    37.1,    36.6,    23.3,    48.7,    32.9,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"10 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",240213,2024-02-13,343603,CBT ,00,343 ,   80277,    2546,      40,   31585,     220,      29,       0,    3900,   27424,   20589,   21424,     570,       0,   80264,   80237,      13,      40,    -670,       0,       0,       0,       0,      -1,       0,       0,    -691,       0,    -670,      17,       0,    -670,    -675,       0,       5,  100.0,    3.2,    0.0,   39.3,    0.3,    0.0,    0.0,    4.9,   34.2,   25.6,   26.7,    0.7,    0.0,  100.0,  100.0,    0.0,    0.0,     25,.,.,.,.,.,      0,.,.,.,     11,      4,      0,     18,     11,    70.4,    99.1,    88.5,    99.8,    20.3,    34.7,    32.0,    34.9,"100,000 USD notional principal","343603","CBT ","343 ","F50","FutOnly"
"10 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",240206,2024-02-06,343603,CBT ,00,343 ,   80947,    2546,      40,   31585,     220,      30,       0,    3900,   28115,   20589,   22094,     553,       0,   80934,   80912,      13,      35,    4078,       0,       0,       0,       0,     -19,       0,    -115,    4118,       0,    4193,     -21,       0,    4078,    4078,       0,       0,  100.0,    3.1,    0.0,   39.0,    0.3,    0.0,    0.0,    4.8,   34.7,   25.4,   27.3,    0.7,    0.0,  100.0,  100.0,    0.0,    0.0,     25,.,.,.,.,.,      0,.,.,.,     11,      4,      0,     18,     11,    69.8,    99.2,    88.6,    99.8,    21.0,    35.2,    32.6,    35.5,"100,000 USD notional principal","343603","CBT ","343 ","F50","FutOnly"
"10 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",240130,2024-01-30,343603,CBT ,00,343 ,   76869,    2546,      40,   31585,     220,      49,       0,    4015,   23997,   20589,   17901,     574,       0,   76856,   76834,      13,      35,   -3010,       0,       0,       0,       0,    -152,       0,    -160,   -3241,     366,   -3216,       2,       0,   -3010,   -3025,       0,      15,  100.0,    3.3,    0.1,   41.1,    0.3,    0.1,    0.0,    5.2,   31.2,   26.8,   23.3,    0.7,    0.0,  100.0,  100.0,    0.0,    0.0,     24,.,.,.,.,.,      0,.,      4,.,      9,      4,      0,     16,     12,    73.6,    98.8,    92.0,    99.7,    20.8,    31.6,    30.3,    32.0,"100,000 USD notional principal","343603","CBT ","343 ","F50","FutOnly"
"10 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",240123,2024-01-23,343603,CBT ,00,343 ,   79879,    2546,      40,   31585,     220,     201,       0,    4175,   27238,   20223,   21117,     572,       0,   79866,   79859,      13,      20,    3490,       0,       0,       0,     100,    -196,       0,       0,    1499,    1875,    1515,     312,       0,    3490,    3490,       0,       0,  100.0,    3.2,    0.0,   39.5,    0.3,    0.3,    0.0,    5.2,   34.1,   25.3,   26.4,    0.7,    0.0,  100.0,  100.0,    0.0,    0.0,     26,.,.,.,.,.,      0,.,      4,.,     10,      4,      0,     17,     13,    70.8,    98.7,    88.1,    99.6,    20.1,    34.4,    32.1,    35.0,"100,000 USD notional principal","343603","CBT ","343 ","F50","FutOnly"
"10 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",240116,2024-01-16,343603,CBT ,00,343 ,   76389,    2546,      40,   31585,     120,     397,       0,    4175,   25739,   18348,   19602,     260,       0,   76376,   76369,      13,      20,     988,       0,       0,       0,       0,       0,       0,      25,     988,       0,     960,       0,       0,     985,     988,       3,       0,  100.0,    3.3,    0.1,   41.3,    0.2,    0.5,    0.0,    5.5,   33.7,   24.0,   25.7,    0.3,    0.0,  100.0,  100.0,    0.0,    0.0,     25,.,.,.,.,.,      0,.,      5,.,      9,.,      0,     16,     13,    72.3,    98.6,    89.8,    99.6,    19.5,    33.8,    32.5,    34.4,"100,000 USD notional principal","343603","CBT ","343 ","F50","FutOnly"
"10 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",240109,2024-01-09,343603,CBT ,00,343 ,   75401,    2546,      40,   31585,     120,     397,       0,    4150,   24751,   18348,   18642,     260,       0,   75391,   75381,      10,      20,    2450,       0,     -20,       0,       0,       0,       0,    -110,    2470,       0,    2560,       0,       0,    2450,    2450,       0,       0,  100.0,    3.4,    0.1,   41.9,    0.2,    0.5,    0.0,    5.5,   32.8,   24.3,   24.7,    0.3,    0.0,  100.0,  100.0,    0.0,    0.0,     23,.,.,.,.,.,      0,.,      4,.,      8,.,      0,     15,     12,    73.3,    98.7,    90.5,    99.7,    19.5,    33.1,    31.8,    33.6,"100,000 USD notional principal","343603","CBT ","343 ","F50","FutOnly"
"10 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",240102,2024-01-02,343603,CBT ,00,343 ,   72951,    2546,      60,   31585,     120,     397,       0,    4260,   22281,   18348,   16082,     260,       0,   72941,   72931,      10,      20,    1872,       0,       0,       0,       0,      -8,       0,      75,    1885,       0,    1797,      -5,       0,    1872,    1872,       0,       0,  100.0,    3.5,    0.1,   43.3,    0.2,    0.5,    0.0,    5.8,   30.5,   25.2,   22.0,    0.4,    0.0,  100.0,  100.0,    0.0,    0.0,     22,.,.,.,.,.,      0,.,      4,.,      7,.,      0,     14,     12,    75.7,    98.7,    93.6,    99.7,    20.1,    30.8,    31.0,    31.4,"100,000 USD notional principal","343603","CBT ","343 ","F50","FutOnly"
"5 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",240213,2024-02-13,344605,CBT ,00,344 ,   34373,    6968,       0,    1253,      60,      67,       0,    2559,   18609,    9551,   13971,    4814,       0,   34362,   34294,      11,      79,     844,       0,       0,       0,       0,       0,       0,     529,     810,       2,     315,      32,       0,     846,     844,      -2,       0,  100.0,   20.3,    0.0,    3.6,    0.2,    0.2,    0.0,    7.4,   54.1,   27.8,   40.6,   14.0,    0.0,  100.0,   99.8,    0.0,    0.2,     29,.,      0,.,.,.,      0,.,      8,.,      6,      8,      0,     14,     19,    64.0,    80.3,    90.2,    92.3,    44.3,    56.2,    63.2,    64.1,"100,000 USD notional principal","344605","CBT ","344 ","F50","FutOnly"
"5 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",240206,2024-02-06,344605,CBT ,00,344 ,   33529,    6968,       0,    1253,      60,      67,       0,    2030,   17799,    9549,   13656,    4782,       0,   33516,   33450,      13,      79,    -424,       0,       0,       0,       0,       0,       0,   -1136,    -392,       0,     710,     -47,       0,    -426,    -439,       2,      15,  100.0,   20.8,    0.0,    3.7,    0.2,    0.2,    0.0,    6.1,   53.1,   28.5,   40.7,   14.3,    0.0,  100.0,   99.8,    0.0,    0.2,     28,.,      0,.,.,.,      0,.,      7,.,      7,      8,      0,     13,     18,    64.8,    79.8,    91.0,    92.5,    45.5,    55.0,    62.3,    63.6,"100,000 USD notional principal","344605","CBT ","344 ","F50","FutOnly"
"5 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",240130,2024-01-30,344605,CBT ,00,344 ,   33953,    6968,       0,    1253,      60,      67,       0,    3166,   18191,    9549,   12946,    4829,       0,   33942,   33889,      11,      64,    -835,       0,       0,       0,       0,    -281,       0,    1332,     470,    -612,   -1560,    -414,       0,    -840,    -837,       5,       2,  100.0,   20.5,    0.0,    3.7,    0.2,    0.2,    0.0,    9.3,   53.6,   28.1,   38.1,   14.2,    0.0,  100.0,   99.8,    0.0,    0.2,     30,.,      0,.,.,.,      0,.,      8,.,      7,      8,      0,     14,     19,    65.9,    78.7,    91.8,    91.3,    45.4,    54.2,    63.3,    62.8,"100,000 USD notional principal","344605","CBT ","344 ","F50","FutOnly"
"5 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",240123,2024-01-23,344605,CBT ,00,344 ,   34788,    6968,       0,    1253,      60,     348,       0,    1834,   17721,   10161,   14506,    5243,       0,   34782,   34726,       6,      62,   -2857,       0,       0,       0,      22,       0,       0,   -3281,   -2963,    -118,     520,     224,       0,   -2857,   -2857,       0,       0,  100.0,   20.0,    0.0,    3.6,    0.2,    1.0,    0.0,    5.3,   50.9,   29.2,   41.7,   15.1,    0.0,  100.0,   99.8,    0.0,    0.2,     30,.,      0,.,.,.,      0,.,      9,.,      7,      8,      0,     14,     20,    66.9,    77.9,    92.7,    89.3,    47.6,    52.3,    63.2,    59.9,"100,000 USD notional principal","344605","CBT ","344 ","F50","FutOnly"
"5 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",240116,2024-01-16,344605,CBT ,00,344 ,   37645,    6968,       0,    1253,      38,     348,       0,    5115,   20684,   10279,   13986,    5019,       0,   37639,   37583,       6,      62,       9,       0,       0,       0,       0,       0,       0,    -427,     256,    -250,     680,       2,       0,       3,       8,       6,       1,  100.0,   18.5,    0.0,    3.3,    0.1,    0.9,    0.0,   13.6,   54.9,   27.3,   37.2,   13.3,    0.0,  100.0,   99.8,    0.0,    0.2,     29,.,      0,.,.,.,      0,.,      8,.,      6,      8,      0,     13,     19,    69.2,    80.6,    93.2,    91.1,    49.2,    56.6,    65.6,    63.6,"100,000 USD notional principal","344605","CBT ","344 ","F50","FutOnly"
"5 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",240109,2024-01-09,344605,CBT ,00,344 ,   37636,    6968,       0,    1253,      38,     348,       0,    5542,   20428,   10529,   13306,    5017,       0,   37636,   37575,       0,      61,     289,     220,       0,       0,       0,       0,       0,    -554,     218,      -2,     625,      73,       0,     289,     289,       0,       0,  100.0,   18.5,    0.0,    3.3,    0.1,    0.9,    0.0,   14.7,   54.3,   28.0,   35.4,   13.3,    0.0,  100.0,   99.8,    0.0,    0.2,     28,.,      0,.,.,.,      0,.,      8,.,      6,      7,      0,     13,     18,    71.2,    79.8,    94.8,    90.5,    50.9,    55.2,    65.0,    62.4,"100,000 USD notional principal","344605","CBT ","344 ","F50","FutOnly"
"5 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",240102,2024-01-02,344605,CBT ,00,344 ,   37347,    6748,       0,    1253,      38,     348,       0,    6096,   20210,   10531,   12681,    4944,       0,   37347,   37286,       0,      61,    1874,       0,       0,       0,       0,       0,       0,    2102,    1130,       0,    -228,     744,       0,    1874,    1874,       0,       0,  100.0,   18.1,    0.0,    3.4,    0.1,    0.9,    0.0,   16.3,   54.1,   28.2,   34.0,   13.2,    0.0,  100.0,   99.8,    0.0,    0.2,     27,.,      0,.,.,.,      0,.,      9,.,      5,      7,      0,     12,     19,    74.2,    79.8,    97.4,    90.5,    53.7,    54.9,    67.3,    62.2,"100,000 USD notional principal","344605","CBT ","344 ","F50","FutOnly"
"BITCOIN - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,133741,CME ,00,133 ,   24769,    1923,    5462,     246,   13220,       0,     239,    3935,   14059,    1557,    1560,    1886,     364,   23044,   23813,    1725,     956,    3872,     248,     505,     101,     930,       0,     -29,     997,    1807,     449,     946,     812,      96,    3738,    3741,     134,     131,  100.0,    7.8,   22.1,    1.0,   53.4,    0.0,    1.0,   15.9,   56.8,    6.3,    6.3,    7.6,    1.5,   93.0,   96.1,    7.0,    3.9,    124,      9,      8,.,     19,      0,.,     32,     36,     24,     12,      6,      6,     96,     62,    50.6,    39.5,    58.8,    57.7,    49.8,    39.0,    58.0,    56.0,"(5 Bitcoins)","133741","CME ","133 ","F85","FutOnly"
